StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
2025-05-13 10:55:44,2025-05-13 11:11:54,IP Address,146.179.86.136,81,969,False,2025-05-20 11:11:59,R_2WNat50vwMRsodr,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Physics,First,Female,Cisgender,Pansexual,Yes,Fortnightly,"Spirits,Cider",Yes,No,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,No,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Psilocybin,Methamphetamine,Heroin,Khat",,"Adderall, weed",,No,,,,,I've had drunk sex,18,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 10:59:33,2025-05-13 11:59:20,IP Address,146.179.86.184,81,3586,False,2025-05-20 11:59:23,R_2bVkfS4AlZIkPnC,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Physics,First,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,To get drunk,Because my friends do,It's fun",,Yes,Vomitted,7-9,No,,,,,,,,,,,,,,,,,No,Marijuana,,,,"Cocaine (powder),Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",,Couldn't stop greening out (lasted 6 hours),,16,15,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 13:13:57,2025-05-13 13:23:14,IP Address,147.78.5.38,81,556,False,2025-05-20 13:23:17,R_2M5kmY93zkQo6qZ,,,,,52.6488,-1.2478,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Medicine,Third,Female,Cisgender,Lesbian,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,4-6,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Pre–rolled, large size (Superkings),Roll your own (Rollies),Heatless cigarettes","Marlboro,Benson & Hedges,Sterling,Imported Brands",1-2,No,"Disposable,Reusable with Pods",Elux,Lemon line,A day,Two-three a week,10mg,3 dot,Velo,,,,Yes,"Marijuana,Ketamine,Nitrous Oxide",,"Marijuana,OTHER","Alcohol ","Cocaine (powder),Crack Cocaine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines",,,On Special Occasions,,No,"To enjoy yourself,Self–medication,Exam/ academic performance",,,,15,18,"Alcohol,Nicotine,Other Drugs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 14:03:27,2025-05-13 14:03:52,IP Address,94.7.208.211,2,24,False,2025-05-20 14:04:00,R_8tcajHnvDjKTJk2,,,,,51.5338,-0.4542,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 17:10:57,2025-05-20 17:19:16,IP Address,90.216.184.221,100,498,True,2025-05-20 17:19:17,R_8Pp68sCoJlNzLZh,,,,,51.489,-0.1696,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,Undergraduate,Medicine,First,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,"Marijuana,MDMA/ Ecstasy,Acid/ LSD,Psilocybin,Nitrous Oxide,OTHER",DMT,"Marijuana,Acid/ LSD,OTHER",Alcohol,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,Asceticism: True connection with God,Daily,,No,"To feel good,To enjoy yourself,To experience something different,Self discovery,OTHER","Musical creativity, addiction",Starting hearing voices after many months of smoking 15 spliffs a day - didn’t scare me though.,,,15,,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong",No,No,,,No,"Dealer,Friends dealer,Bumming off a friend,Partner",,Walking distance,,Phone Call,
2025-05-13 18:26:45,2025-05-13 18:33:02,IP Address,85.255.235.90,74,376,False,2025-05-20 18:33:06,R_8KuVIPuAVv17Dfo,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Chemistry,Third,Female,Cisgender,Bisexual,Yes,4-6 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,Because my friends do,,Yes,Vomitted,10-12,No,,,,,,,,,,,,,,,,,No,Marijuana,,Marijuana,,,,,On Special Occasions,,No,Self discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:45:11,2025-05-14 09:46:03,IP Address,185.69.144.206,33,51,False,2025-05-21 09:46:05,R_822tBTsnGmNUZ9m,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Mathematics,First,Female,Cisgender,Bisexual,Yes,Every few months,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,Because my friends do,It's fun",,No,Hungover,0-1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:46:44,2025-05-14 09:47:02,IP Address,148.252.129.158,2,17,False,2025-05-21 09:47:03,R_2ZY4GJHkPDhAO41,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:48:01,2025-05-14 09:49:45,IP Address,146.179.86.188,60,104,False,2025-05-21 09:49:46,R_8RvZqRL0Iz67IUa,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Postgraduate - Research,Physics,Second,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits",No,Yes,"I like the taste,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:48:12,2025-05-14 09:52:47,IP Address,86.25.100.47,98,275,False,2025-05-21 09:52:51,R_8AG69vGXClazL57,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Computing,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Cider",Yes,No,"To get drunk,To relax,It's fun",,No,Vomitted,4-6,Yes,Cigarettes,"Pre–rolled, regular size (Straights)","Marlboro,Imported Brands",1-2,Yes,,,,,,,,,,,,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),OTHER",2CB and Codeine,"Marijuana,Ketamine,Amphetamines (speed, ice, uppers, etc),OTHER",2CB,"Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Mephedrone",,Acid,On Special Occasions,,No,"To relax/ unwind,To enjoy yourself,To experience something different,Exam/ academic performance",,Tripped at a festival and started seeing dead bodies,,15,19,"Alcohol,Nicotine,Other Drugs","Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",,93,539,,,,,,,,,,,,,,,,,,,Huxley,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,Brownies/ baked goods,,Yes,"Prescription,Dealer,Bumming off a friend,Friend",,"Need to organise in advance,OTHER",,Telegram,
2025-05-14 09:54:54,2025-05-14 09:56:10,IP Address,146.179.86.154,33,76,False,2025-05-21 09:56:16,R_2lY8NrZivnjS36h,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Physics,Third,Male,Cisgender,Prefer not to say,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"Because my friends do,To relax",,Yes,Blacked out,13-14,Socially,"Cigarettes,Vapes,Snus/ Nicotine pouches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:55:41,2025-05-14 09:58:57,IP Address,146.179.86.137,98,196,False,2025-05-21 09:59:01,R_8jQfhjCoXOsovLP,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Design Engineering,Second,Female,Cisgender,Queer,Yes,Weekly,"Beer,Wine,Spirits,Cider",No,Yes,"I like the taste,It's fun",,No,Hungover,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I've had drunk sex,15,,Alcohol,,,312,251,293,354,1055,651,785,918,758,884,518,549,,,,,,,,,"Union Building,Des Eng Building,EEE Building,Prince's Gardens",,,,,,,,,,,,
2025-05-14 09:58:29,2025-05-14 09:59:04,IP Address,144.178.29.1,60,34,False,2025-05-21 09:59:04,R_51jgvfOCyv8NUad,,,,,51.5177,-0.6215,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Postgraduate - Research,Biotechnology,Fifth,Non-binary / third gender,Transgender,Gay,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,I have successfully quit,Ketamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:02:49,2025-05-14 10:04:03,IP Address,86.154.204.193,33,74,False,2025-05-21 10:04:05,R_8FFi9kA6t0dinY9,,,,,51.5323,0.7101,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Postgraduate - Taught,Medicine,First,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",,Yes,Vomitted,0-1,Socially,"Cigarettes,Snus/ Nicotine pouches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:59:45,2025-05-14 10:04:40,IP Address,146.179.86.174,95,295,False,2025-05-21 10:04:45,R_2qVXp244P3S4A5M,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Physics,Fourth,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,Because my friends do,It's fun",,Yes,Blacked out,4-6,Socially,Cigarettes,"Pre–rolled, regular size (Straights)",Benson & Hedges,1-2,No,,,,,,,,,,,,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",,,,"Methamphetamine,Heroin",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",,,,16,18,"Alcohol,Nicotine",,,320,341,,,,,,,,,,,,,,,,,,,Union Building,"Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,,No,"Dealer,Friends dealer,Bumming off a friend",,,,,
2025-05-14 10:12:35,2025-05-14 10:15:57,IP Address,146.179.86.159,58,202,False,2025-05-21 10:15:59,R_8NHWGvGWsl1V2Mt,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biology,Second,Male,Cisgender,Gay,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,Because my friends do,It's fun,OTHER","To bare social interaction ",Yes,Vomitted,13-14,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:16:31,2025-05-14 10:16:56,IP Address,82.132.185.127,2,24,False,2025-05-21 10:16:58,R_2cqO2aF7uIcnblD,,,,,53.7911,-2.2107,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21 10:19:40,2025-05-21 10:22:17,IP Address,31.94.18.93,100,156,True,2025-05-21 10:22:17,R_8Pt4ilygNx1TM6Z,,,,,51.4402,-0.0259,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Civil and Environmental Engineering,Fourth,Female,Cisgender,Bisexual,Yes,Monthly,"Wine,Spirits",No,Yes,"I like the taste,It's fun",,No,,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,None,,No,,,,,I have not had sex on drugs,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:24:26,2025-05-14 10:24:35,IP Address,78.145.117.58,2,8,False,2025-05-21 10:24:37,R_8pPujuyLdx1LHl0,,,,,50.9142,-1.388,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:27:29,2025-05-14 10:31:36,IP Address,31.94.72.234,98,247,False,2025-05-21 10:31:37,R_2aKtfpDRwgW3NZ4,,,,,51.4971,-0.0482,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",SKIP,Undergraduate,Materials,Fourth,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,I don't know/ unsure,"I like the taste,It's fun",,No,Blacked out,10-12,Socially,"Cigarettes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Roll your own (Rollies)","Marlboro,OTHER",1-2,Yes,,,,,Once a week,6mg,2 dot,Nordic Spirit,,,,I have successfully quit,None of the above,,,,None of the above,,,,Yes,,,,,I've had drunk sex,17,,"Alcohol,Nicotine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:33:59,2025-05-14 10:36:55,IP Address,77.102.6.219,74,175,False,2025-05-21 10:36:55,R_2mCRp2MxTABG4bn,,,,,51.3904,-0.0992,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Physics,First,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Spirits,Cider",Yes,Yes,"To get drunk,Because my friends do,It's fun",,Yes,Hungover,1-3,No,,,,,,,,,,,,,,,,,No,Marijuana,,Marijuana,,"Cocaine (powder),Crack Cocaine,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,On Special Occasions,,No,"To feel good,To enjoy yourself,To experience something different",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:47:35,2025-05-14 10:49:22,IP Address,146.179.86.128,60,107,False,2025-05-21 10:49:25,R_865zjn8r1iuO9aN,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Postgraduate - Research,Physics,Fifth,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:51:14,2025-05-14 10:53:12,IP Address,143.58.248.120,60,117,False,2025-05-21 10:53:18,R_8s4eVmheDR85VLY,,,,,51.5245,-0.0255,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Medicine,First,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,I don't know/ Unsure,Vomitted,7-9,Yes,Snus/ Nicotine pouches,,,,,,,,,More than three daily,15-30mg,6 dot,Pablo's,,,,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:02:55,2025-05-14 11:04:33,IP Address,146.169.249.162,60,98,False,2025-05-21 11:04:37,R_8ruAgq6JYdFzKnT,,,,,51.536,-0.0925,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,EEE/EIE,First,Male,Cisgender,Heterosexual,No,,,,,,,,,,Yes,Snus/ Nicotine pouches,,,,,,,,,Once a week,3mg,2 dot,Nordic Spirit,,,,No,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:59:43,2025-05-14 11:04:39,IP Address,146.179.86.164,98,295,False,2025-05-21 11:04:46,R_2NxfHdCRZuygd9p,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Undergraduate,Mechanical Engineering,Fourth,Male,Cisgender,Gay,Yes,Weekly,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,It's fun",,Yes,Blacked out,0-1,Socially,Snus/ Nicotine pouches,,,,,,,,,Once a week,3mg,2 dot,Velo,,,,Yes,None of the above,,,,None of the above,,,,No,,,,,I have not had sex on drugs,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:07:48,2025-05-14 11:07:53,IP Address,146.179.86.155,2,4,False,2025-05-21 11:07:53,R_2CD6rmneV4XdWp4,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:13:08,2025-05-14 11:13:10,IP Address,185.69.145.26,2,2,False,2025-05-21 11:13:12,R_8Nk89GHUoIwHc53,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:16:55,2025-05-14 11:18:47,IP Address,192.76.8.241,60,111,False,2025-05-21 11:18:51,R_8VPHF00pM4zfgiZ,,,,,51.7344,-1.333,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Bioengineering,Third,Female,Cisgender,Heterosexual,Yes,Every few months,"Wine,Spirits,Cider",Yes,Yes,OTHER,Fun with friends,No,Vomitted,0-1,No,,,,,,,,,,,,,,,,,No,Marijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:18:15,2025-05-14 11:20:08,IP Address,80.6.46.156,60,113,False,2025-05-21 11:20:12,R_2McEG90sQWjl1qn,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Materials,Third,Male,Cisgender,Heterosexual,Yes,Daily,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,15+,No,,,,,,,,,,,,,,,,,No,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:13:43,2025-05-14 11:20:15,IP Address,143.58.246.4,60,391,False,2025-05-21 11:20:16,R_22lcHWYn26KuKm0,,,,,51.4971,-0.0482,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biology,Second,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",,Yes,Blacked out,10-12,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Roll your own (Rollies)",Marlboro,1-2,No,Disposable,i don't buy them myself,blueberry,The battery dies before I finish,,,,,,,,Yes,"Marijuana,Cocaine (powder),Ketamine,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:19:32,2025-05-14 11:21:39,IP Address,143.58.153.181,60,126,False,2025-05-21 11:21:42,R_28Ysf3icfz0Nrnj,,,,,51.4971,-0.0482,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:29:46,2025-05-14 11:29:48,IP Address,146.179.86.154,2,2,False,2025-05-21 11:29:52,R_8F54CFUKphrjGtI,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:28:15,2025-05-14 11:30:31,IP Address,162.19.125.205,33,136,False,2025-05-21 11:30:32,R_2I9IMYZQbHYgvHO,,,,,50.6375,3.0542,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Medicine,Second,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,It's fun,,Yes,Hospitalised,7-9,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:31:04,2025-05-14 11:32:23,IP Address,2.126.205.241,60,78,False,2025-05-21 11:32:30,R_2wJrCMaHbgZ832V,,,,,51.4017,-0.1624,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Medicine,Third,Female,Cisgender,Bisexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,Marijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:34:27,2025-05-14 11:37:02,IP Address,51.146.119.246,33,154,False,2025-05-21 11:37:05,R_8dGZYewyQiyh0vf,,,,,51.4626,-0.2059,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Aeronautics,Second,Male,SKIP,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,Because my friends do,It's fun",,Yes,Blacked out,13-14,Socially,"Cigarettes,Vapes,Snus/ Nicotine pouches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:42:42,2025-05-14 11:43:08,IP Address,151.225.19.174,16,25,False,2025-05-21 11:43:08,R_8hGsyoGtgEO6UQq,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Medicine,Third,Male,Cisgender,Heterosexual,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:46:09,2025-05-14 11:47:13,IP Address,172.225.116.75,16,64,False,2025-05-21 11:47:16,R_2OMOnKx0pSYPdxU,,,,,51.5081,-0.1278,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,Postgraduate - Taught,OTHER,First,Female,SKIP,Heterosexual,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:54:05,2025-05-14 11:54:24,IP Address,85.255.235.27,2,19,False,2025-05-21 11:54:28,R_2NDQA1KJytILa3K,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:54:08,2025-05-14 11:55:48,IP Address,31.205.213.187,60,99,False,2025-05-21 11:55:51,R_8IKRfeH4whBgdA3,,,,,51.4889,-0.2318,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Physics,Second,Female,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
